"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Recurrent","28.21%","8,359 hrs","$295,668","$54,068","$349,735"
"Signals & Work Zone","2.6%","770 hrs","$27,239","$4,981","$32,220"
"Holiday, Signals & Work Zone","0.26%","76 hrs","$2,702","$494","$3,197"
"Signals, Weather & Work Zone","0.16%","49 hrs","$1,723","$315","$2,038"
"Incidents","1.36%","403 hrs","$14,265","$2,609","$16,873"
"Holiday, Signals & Weather","0.13%","40 hrs","$1,402","$256","$1,658"
"Incidents, Signals & Work Zone","0.84%","248 hrs","$8,787","$1,607","$10,393"
"Recurrent & Signals","0.07%","21 hrs","$742","$136","$877"
"Holiday & Signals","7.88%","2,336 hrs","$82,620","$15,108","$97,728"
"Incidents, Signals & Weather","0.06%","18 hrs","$620","$113","$733"
"Signals","48.38%","14,335 hrs","$507,026","$92,718","$599,744"
"Unclassified","0.39%","114 hrs","$4,047","$740","$4,787"
"Incidents & Signals","5.52%","1,636 hrs","$57,876","$10,584","$68,460"
"Signals & Weather","4.13%","1,224 hrs","$43,299","$7,918","$51,217"
"Totals","100.0%","29,630 hrs","$1,048,015","$191,647","$1,239,663"
