"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents & Signals","3.33%","923 hrs","$32,635","$5,968","$38,603"
"Recurrent & Unclassified","0.29%","80 hrs","$2,847","$521","$3,367"
"Holiday & Recurrent","0.03%","8 hrs","$278","$51","$329"
"Incidents, Recurrent & Signals","1.94%","539 hrs","$19,061","$3,486","$22,547"
"Incidents, Recurrent, Signals & Weather","1.84%","509 hrs","$18,013","$3,294","$21,307"
"Recurrent & Weather","0.02%","5 hrs","$171","$31","$202"
"Recurrent, Signals & Weather","1.18%","326 hrs","$11,544","$2,111","$13,655"
"Holiday & Signals","12.09%","3,352 hrs","$118,567","$21,682","$140,249"
"Recurrent & Signals","11.87%","3,291 hrs","$116,397","$21,285","$137,682"
"Incidents, Signals & Work Zone","1.01%","281 hrs","$9,943","$1,818","$11,761"
"Holiday, Recurrent & Signals","1%","277 hrs","$9,788","$1,790","$11,578"
"Holiday","0.77%","213 hrs","$7,518","$1,375","$8,893"
"Holiday, Signals & Weather","0.76%","211 hrs","$7,447","$1,362","$8,808"
"Recurrent","9.23%","2,560 hrs","$90,544","$16,558","$107,102"
"Incidents, Signals & Weather","0.7%","195 hrs","$6,902","$1,262","$8,165"
"Holiday & Weather","0.07%","19 hrs","$669","$122","$792"
"Weather","0.49%","137 hrs","$4,846","$886","$5,732"
"Signals","43.92%","12,180 hrs","$430,793","$78,778","$509,571"
"Signals & Weather","5.11%","1,416 hrs","$50,086","$9,159","$59,245"
"Unclassified","4.36%","1,208 hrs","$42,721","$7,812","$50,533"
"Totals","100.0%","27,729 hrs","$980,769","$179,350","$1,160,119"
