"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents & Recurrent","0.92%","8,997 hrs","$318,229","$58,194","$376,423"
"Holiday","0.86%","8,386 hrs","$296,604","$54,239","$350,844"
"Holiday & Recurrent","0.54%","5,283 hrs","$186,864","$34,171","$221,035"
"Incidents, Recurrent & Weather","0.43%","4,178 hrs","$147,768","$27,022","$174,790"
"Recurrent","39.9%","388,538 hrs","$13,742,580","$2,513,062","$16,255,642"
"Weather","3.99%","38,903 hrs","$1,376,012","$251,627","$1,627,639"
"Unclassified","34.93%","340,176 hrs","$12,032,042","$2,200,261","$14,232,303"
"Holiday & Weather","0.27%","2,627 hrs","$92,921","$16,992","$109,913"
"Recurrent & Unclassified","16.53%","160,979 hrs","$5,693,827","$1,041,212","$6,735,039"
"Recurrent & Weather","1.5%","14,642 hrs","$517,880","$94,703","$612,584"
"Recurrent & Work Zone","0.12%","1,144 hrs","$40,456","$7,398","$47,854"
"Totals","100.0%","973,853 hrs","$34,445,184","$6,298,882","$40,744,065"
