"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals & Work Zone","1.16%","90 hrs","$3,168","$579","$3,747"
"Unclassified","6.46%","500 hrs","$17,688","$3,234","$20,922"
"Recurrent","0.63%","49 hrs","$1,736","$317","$2,053"
"Incidents","5.65%","438 hrs","$15,485","$2,832","$18,317"
"Incidents, Signals & Work Zone","0.56%","43 hrs","$1,525","$279","$1,803"
"Signals","56.63%","4,387 hrs","$155,156","$28,373","$183,529"
"Holiday, Signals & Work Zone","0.38%","30 hrs","$1,046","$191","$1,237"
"Incidents & Signals","3.81%","295 hrs","$10,436","$1,908","$12,344"
"Signals & Weather","3.38%","262 hrs","$9,272","$1,696","$10,968"
"Holiday, Signals & Weather","2.58%","200 hrs","$7,065","$1,292","$8,357"
"Holiday & Signals","18.76%","1,453 hrs","$51,404","$9,400","$60,804"
"Totals","100.0%","7,746 hrs","$273,980","$50,102","$324,082"
