"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals, Weather & Work Zone","1.08%","987 hrs","$34,903","$6,383","$41,286"
"Holiday","0.01%","8 hrs","$299","$55","$354"
"Weather","0.57%","520 hrs","$18,384","$3,362","$21,745"
"Signals & Weather","5.94%","5,446 hrs","$192,636","$35,227","$227,863"
"Holiday, Signals & Weather","0.05%","47 hrs","$1,653","$302","$1,955"
"Incidents & Signals","0.51%","466 hrs","$16,481","$3,014","$19,495"
"Holiday & Recurrent","0.44%","407 hrs","$14,385","$2,631","$17,016"
"Signals","42.37%","38,852 hrs","$1,374,181","$251,292","$1,625,473"
"Incidents, Signals & Work Zone","0.02%","17 hrs","$588","$107","$695"
"Recurrent","17.31%","15,872 hrs","$561,383","$102,658","$664,041"
"Signals & Work Zone","17.1%","15,682 hrs","$554,661","$101,429","$656,090"
"Incidents, Signals & Weather","0.14%","128 hrs","$4,530","$828","$5,358"
"Holiday, Signals & Work Zone","0.13%","116 hrs","$4,090","$748","$4,838"
"Recurrent, Signals & Weather","0.11%","102 hrs","$3,593","$657","$4,250"
"Unclassified","10.93%","10,025 hrs","$354,583","$64,841","$419,424"
"Recurrent & Signals","1.66%","1,522 hrs","$53,828","$9,843","$63,671"
"Holiday & Signals","1.63%","1,491 hrs","$52,754","$9,647","$62,401"
"Totals","100.0%","91,686 hrs","$3,242,931","$593,025","$3,835,956"
