"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday","3.28%","992 hrs","$35,071","$6,413","$41,484"
"Signals & Weather","0.87%","262 hrs","$9,277","$1,696","$10,973"
"Holiday, Signals & Weather","0.07%","21 hrs","$747","$137","$884"
"Holiday & Signals","0.67%","203 hrs","$7,197","$1,316","$8,513"
"Signals","7.41%","2,242 hrs","$79,290","$14,499","$93,789"
"Holiday & Weather","0.43%","130 hrs","$4,583","$838","$5,422"
"Unclassified","43.11%","13,047 hrs","$461,485","$84,390","$545,876"
"Recurrent","40.29%","12,192 hrs","$431,232","$78,858","$510,090"
"Weather","3.88%","1,173 hrs","$41,481","$7,586","$49,067"
"Totals","100.0%","30,262 hrs","$1,070,363","$195,734","$1,266,097"
