"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals & Weather","1.39%","419 hrs","$14,830","$2,712","$17,542"
"Incidents","0.09%","29 hrs","$1,012","$185","$1,197"
"Unclassified","76.73%","23,207 hrs","$820,828","$150,102","$970,930"
"Holiday & Signals","0.72%","218 hrs","$7,694","$1,407","$9,101"
"Weather","9.25%","2,799 hrs","$99,003","$18,104","$117,108"
"Incidents & Signals","0.62%","187 hrs","$6,624","$1,211","$7,836"
"Holiday & Weather","0.39%","116 hrs","$4,119","$753","$4,872"
"Holiday","5.42%","1,641 hrs","$58,032","$10,612","$68,644"
"Signals","5.39%","1,629 hrs","$57,607","$10,534","$68,141"
"Totals","100.0%","30,245 hrs","$1,069,749","$195,622","$1,265,370"
