"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents & Weather","1.97%","99 hrs","$3,491","$638","$4,129"
"Holiday & Incidents","1.82%","91 hrs","$3,228","$590","$3,819"
"Weather","16.36%","820 hrs","$28,996","$5,302","$34,298"
"Holiday, Incidents & Weather","1.56%","78 hrs","$2,774","$507","$3,282"
"Recurrent","0.09%","5 hrs","$167","$30","$197"
"Incidents","6.59%","330 hrs","$11,687","$2,137","$13,824"
"Unclassified","67.2%","3,368 hrs","$119,132","$21,785","$140,917"
"Holiday","4.01%","201 hrs","$7,113","$1,301","$8,414"
"Holiday & Weather","0.38%","19 hrs","$681","$125","$806"
"Recurrent & Unclassified","0.01%","1 hrs","$19","$4","$23"
"Totals","100.0%","5,012 hrs","$177,288","$32,420","$209,708"
