"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Unclassified","9.82%","916 hrs","$32,398","$5,925","$38,323"
"Incidents & Weather","0.09%","9 hrs","$305","$56","$361"
"Signals, Weather & Work Zone","2.67%","249 hrs","$8,805","$1,610","$10,415"
"Incidents & Signals","0.24%","22 hrs","$786","$144","$929"
"Signals & Work Zone","2.26%","211 hrs","$7,461","$1,364","$8,825"
"Signals","30.48%","2,844 hrs","$100,604","$18,397","$119,001"
"Signals & Weather","26.36%","2,460 hrs","$86,998","$15,909","$102,908"
"Incidents, Signals & Work Zone","23.1%","2,156 hrs","$76,247","$13,943","$90,190"
"Holiday, Signals & Weather","0.18%","17 hrs","$586","$107","$693"
"Holiday","1.75%","164 hrs","$5,791","$1,059","$6,850"
"Weather","0.17%","16 hrs","$577","$106","$683"
"Incidents","1.47%","137 hrs","$4,846","$886","$5,732"
"Holiday & Signals","1.4%","130 hrs","$4,608","$843","$5,451"
"Totals","100.0%","9,330 hrs","$330,011","$60,348","$390,359"
