"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals & Work Zone","0.56%","9 hrs","$321","$59","$380"
"Holiday, Incidents & Signals","0.53%","9 hrs","$307","$56","$364"
"Holiday & Signals","4.28%","70 hrs","$2,463","$450","$2,914"
"Unclassified","35.79%","582 hrs","$20,594","$3,766","$24,360"
"Incidents","32.73%","532 hrs","$18,830","$3,443","$22,274"
"Signals & Weather","2.2%","36 hrs","$1,264","$231","$1,495"
"Signals","20.02%","326 hrs","$11,520","$2,107","$13,627"
"Holiday","1.55%","25 hrs","$892","$163","$1,055"
"Weather","1.15%","19 hrs","$659","$121","$780"
"Incidents & Signals","1.19%","19 hrs","$686","$125","$812"
"Totals","100.0%","1,627 hrs","$57,538","$10,522","$68,059"
