"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday & Signals","4.4%","870 hrs","$30,780","$5,629","$36,408"
"Signals, Weather & Work Zone","0.43%","86 hrs","$3,035","$555","$3,590"
"Signals","43.6%","8,627 hrs","$305,122","$55,797","$360,918"
"Recurrent","35.86%","7,097 hrs","$251,007","$45,901","$296,907"
"Incidents, Signals & Work Zone","0.03%","6 hrs","$220","$40","$261"
"Recurrent & Signals","0.21%","41 hrs","$1,465","$268","$1,733"
"Holiday","0.17%","33 hrs","$1,162","$212","$1,374"
"Holiday, Signals, Weather & Work Zone","0.17%","33 hrs","$1,174","$215","$1,389"
"Incidents & Signals","0.1%","20 hrs","$724","$132","$856"
"Holiday & Weather","0.01%","2 hrs","$54","$10","$63"
"Unclassified","0.84%","166 hrs","$5,875","$1,074","$6,949"
"Weather","0.08%","16 hrs","$572","$105","$677"
"Incidents, Signals, Weather & Work Zone","0.07%","15 hrs","$518","$95","$612"
"Holiday, Signals & Weather","0.55%","108 hrs","$3,821","$699","$4,520"
"Holiday, Signals & Work Zone","0.53%","104 hrs","$3,695","$676","$4,371"
"Signals & Work Zone","7.12%","1,409 hrs","$49,821","$9,111","$58,932"
"Signals & Weather","5.83%","1,154 hrs","$40,828","$7,466","$48,294"
"Totals","100.0%","19,787 hrs","$699,872","$127,983","$827,856"
