"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Recurrent & Weather","0.11%","95 hrs","$3,350","$613","$3,962"
"Holiday & Weather","0.84%","722 hrs","$25,536","$4,670","$30,206"
"Unclassified","78%","67,440 hrs","$2,385,352","$436,202","$2,821,554"
"Weather","7.49%","6,479 hrs","$229,174","$41,908","$271,082"
"Recurrent","7.2%","6,224 hrs","$220,150","$40,258","$260,409"
"Work Zone","0.01%","6 hrs","$198","$36","$235"
"Holiday, Recurrent & Weather","0.04%","34 hrs","$1,217","$222","$1,439"
"Recurrent & Unclassified","3.17%","2,744 hrs","$97,048","$17,747","$114,795"
"Holiday","2.64%","2,281 hrs","$80,679","$14,753","$95,432"
"Holiday & Recurrent","0.2%","174 hrs","$6,155","$1,125","$7,280"
"Holiday & Incidents","0.18%","158 hrs","$5,601","$1,024","$6,625"
"Incidents","0.12%","101 hrs","$3,581","$655","$4,236"
"Totals","100.0%","86,459 hrs","$3,058,040","$559,214","$3,617,254"
