"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday, Weather & Work Zone","0.1%","83 hrs","$2,925","$535","$3,460"
"Holiday & Incidents","6.19%","5,071 hrs","$179,377","$32,802","$212,179"
"Holiday","5%","4,092 hrs","$144,726","$26,466","$171,191"
"Holiday, Incidents & Weather","0.01%","4 hrs","$146","$27","$172"
"Unclassified","45.19%","36,998 hrs","$1,308,618","$239,303","$1,547,921"
"Weather","4.87%","3,987 hrs","$141,034","$25,790","$166,825"
"Incidents & Work Zone","4.57%","3,744 hrs","$132,426","$24,216","$156,642"
"Holiday & Weather","0.35%","284 hrs","$10,029","$1,834","$11,863"
"Recurrent & Unclassified","0.14%","119 hrs","$4,192","$767","$4,959"
"Incidents","13.84%","11,333 hrs","$400,834","$73,299","$474,134"
"Work Zone","12.71%","10,405 hrs","$368,034","$67,301","$435,336"
"Holiday & Work Zone","2.42%","1,981 hrs","$70,070","$12,813","$82,883"
"Incidents & Weather","1.89%","1,544 hrs","$54,616","$9,987","$64,603"
"Weather & Work Zone","1.42%","1,159 hrs","$40,996","$7,497","$48,493"
"Recurrent","1.31%","1,074 hrs","$37,993","$6,948","$44,941"
"Totals","100.0%","81,878 hrs","$2,896,017","$529,585","$3,425,602"
