"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals","63.21%","8,001 hrs","$282,994","$51,750","$334,744"
"Incidents & Signals","5.9%","747 hrs","$26,436","$4,834","$31,271"
"Holiday & Signals","4.05%","513 hrs","$18,136","$3,316","$21,452"
"Holiday, Signals & Work Zone","3.68%","466 hrs","$16,471","$3,012","$19,483"
"Holiday, Signals, Weather & Work Zone","2.74%","347 hrs","$12,285","$2,247","$14,532"
"Signals & Weather","2.35%","297 hrs","$10,523","$1,924","$12,447"
"Incidents, Signals & Work Zone","2.16%","273 hrs","$9,662","$1,767","$11,429"
"Holiday, Incidents, Signals & Weather","1.9%","240 hrs","$8,499","$1,554","$10,053"
"Unclassified","0.09%","12 hrs","$421","$77","$498"
"Incidents, Signals & Weather","0.87%","110 hrs","$3,877","$709","$4,586"
"Signals & Work Zone","13.03%","1,650 hrs","$58,347","$10,670","$69,017"
"Holiday","0.01%","1 hrs","$39","$7","$46"
"Totals","100.0%","12,657 hrs","$447,689","$81,867","$529,557"
