"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday","0.97%","74 hrs","$2,635","$482","$3,117"
"Holiday & Incidents","0.52%","40 hrs","$1,426","$261","$1,687"
"Incidents & Work Zone","4.2%","323 hrs","$11,428","$2,090","$13,518"
"Unclassified","49.6%","3,813 hrs","$134,872","$24,664","$159,536"
"Weather","3.18%","244 hrs","$8,647","$1,581","$10,228"
"Incidents","2.98%","229 hrs","$8,091","$1,480","$9,570"
"Work Zone","34.99%","2,689 hrs","$95,122","$17,395","$112,517"
"Weather & Work Zone","1.84%","142 hrs","$5,009","$916","$5,925"
"Holiday & Weather","1.71%","132 hrs","$4,662","$853","$5,515"
"Totals","100.0%","7,687 hrs","$271,892","$49,720","$321,612"
