"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals","75.64%","97,351 hrs","$3,443,300","$629,665","$4,072,965"
"Signals & Work Zone","0.71%","912 hrs","$32,273","$5,902","$38,175"
"Signals & Weather","7.5%","9,658 hrs","$341,597","$62,467","$404,063"
"Holiday, Signals & Work Zone","0.01%","9 hrs","$314","$57","$372"
"Incidents & Signals","0.7%","899 hrs","$31,785","$5,812","$37,598"
"Holiday, Signals & Weather","0.45%","583 hrs","$20,621","$3,771","$24,392"
"Holiday & Signals","4.34%","5,588 hrs","$197,646","$36,143","$233,788"
"Recurrent & Signals","0.32%","414 hrs","$14,632","$2,676","$17,307"
"Recurrent","10.21%","13,139 hrs","$464,735","$84,985","$549,720"
"Weather","0.01%","13 hrs","$466","$85","$551"
"Unclassified","0.1%","123 hrs","$4,336","$793","$5,129"
"Work Zone","0.01%","11 hrs","$381","$70","$451"
"Totals","100.0%","128,699 hrs","$4,552,086","$832,426","$5,384,512"
