"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents","0.28%","88 hrs","$3,124","$571","$3,696"
"Recurrent & Unclassified","27.01%","8,376 hrs","$296,249","$54,174","$350,423"
"Holiday & Recurrent","0.24%","75 hrs","$2,665","$487","$3,152"
"Signals & Weather","0.02%","7 hrs","$246","$45","$291"
"Incidents & Signals","0.2%","61 hrs","$2,173","$397","$2,571"
"Signals","1.76%","545 hrs","$19,263","$3,523","$22,786"
"Incidents & Weather","0.16%","48 hrs","$1,712","$313","$2,025"
"Recurrent","11.33%","3,513 hrs","$124,259","$22,723","$146,982"
"Holiday & Signals","0.08%","24 hrs","$862","$158","$1,019"
"Incidents, Signals & Weather","0.06%","19 hrs","$679","$124","$803"
"Holiday, Recurrent & Weather","0.06%","19 hrs","$668","$122","$790"
"Holiday & Weather","0.57%","176 hrs","$6,238","$1,141","$7,378"
"Unclassified","43.58%","13,517 hrs","$478,108","$87,430","$565,538"
"Holiday","4.12%","1,278 hrs","$45,215","$8,268","$53,483"
"Weather","3.95%","1,224 hrs","$43,299","$7,918","$51,217"
"Incidents & Recurrent","3.32%","1,029 hrs","$36,399","$6,656","$43,055"
"Recurrent & Weather","3.27%","1,013 hrs","$35,826","$6,551","$42,377"
"Totals","100.0%","31,015 hrs","$1,096,985","$200,602","$1,297,587"
