"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Recurrent","0.33%","8 hrs","$296","$54","$351"
"Weather","2.44%","62 hrs","$2,200","$402","$2,602"
"Signals","21.28%","542 hrs","$19,183","$3,508","$22,691"
"Signals & Work Zone","20.31%","518 hrs","$18,309","$3,348","$21,657"
"Holiday & Weather","0.19%","5 hrs","$167","$31","$198"
"Work Zone","1.77%","45 hrs","$1,598","$292","$1,890"
"Unclassified","16.56%","422 hrs","$14,927","$2,730","$17,657"
"Holiday","1.17%","30 hrs","$1,057","$193","$1,250"
"Incidents, Signals, Weather & Work Zone","9.64%","246 hrs","$8,690","$1,589","$10,279"
"Signals, Weather & Work Zone","8.9%","227 hrs","$8,025","$1,468","$9,493"
"Signals & Weather","6.14%","156 hrs","$5,531","$1,012","$6,543"
"Holiday & Signals","5.8%","148 hrs","$5,229","$956","$6,186"
"Incidents & Signals","5.46%","139 hrs","$4,922","$900","$5,823"
"Totals","100.0%","2,548 hrs","$90,136","$16,483","$106,619"
