"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday & Recurrent","7.83%","999 hrs","$35,345","$6,463","$41,809"
"Work Zone","0.42%","54 hrs","$1,913","$350","$2,263"
"Weather","3.68%","469 hrs","$16,600","$3,036","$19,635"
"Unclassified","36.4%","4,648 hrs","$164,400","$30,063","$194,463"
"Incidents","0.26%","33 hrs","$1,166","$213","$1,379"
"Recurrent","23.75%","3,032 hrs","$107,238","$19,610","$126,848"
"Recurrent & Weather","1.85%","236 hrs","$8,338","$1,525","$9,862"
"Holiday, Recurrent & Weather","0.18%","23 hrs","$813","$149","$961"
"Holiday & Weather","1.52%","194 hrs","$6,853","$1,253","$8,107"
"Recurrent & Unclassified","14.44%","1,843 hrs","$65,196","$11,922","$77,119"
"Holiday","9.69%","1,237 hrs","$43,758","$8,002","$51,760"
"Totals","100.0%","12,768 hrs","$451,620","$82,586","$534,206"
