"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents","1.28%","61 hrs","$2,144","$392","$2,536"
"Signals & Weather","1.3%","61 hrs","$2,173","$397","$2,570"
"Holiday & Signals","9.37%","443 hrs","$15,686","$2,868","$18,554"
"Incidents & Signals","0.71%","34 hrs","$1,196","$219","$1,415"
"Signals & Work Zone","6.78%","321 hrs","$11,350","$2,076","$13,425"
"Signals","63.55%","3,009 hrs","$106,421","$19,461","$125,882"
"Incidents, Signals & Work Zone","6.04%","286 hrs","$10,117","$1,850","$11,967"
"Holiday, Signals & Work Zone","0.58%","27 hrs","$965","$176","$1,141"
"Holiday, Incidents & Signals","5.66%","268 hrs","$9,478","$1,733","$11,211"
"Work Zone","0.52%","25 hrs","$872","$159","$1,032"
"Holiday","0.43%","20 hrs","$718","$131","$850"
"Unclassified","3.78%","179 hrs","$6,330","$1,157","$7,487"
"Totals","100.0%","4,734 hrs","$167,450","$30,621","$198,071"
