"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday, Signals & Weather","0.1%","88 hrs","$3,106","$568","$3,674"
"Recurrent & Signals","7.21%","6,184 hrs","$218,712","$39,995","$258,707"
"Weather","0.55%","473 hrs","$16,738","$3,061","$19,799"
"Recurrent, Signals & Weather","0.52%","443 hrs","$15,664","$2,865","$18,529"
"Recurrent","48.13%","41,309 hrs","$1,461,093","$267,185","$1,728,278"
"Unclassified","5.79%","4,970 hrs","$175,796","$32,147","$207,943"
"Holiday","0.46%","396 hrs","$13,997","$2,560","$16,557"
"Signals & Work Zone","0.43%","366 hrs","$12,928","$2,364","$15,292"
"Recurrent & Unclassified","0.42%","358 hrs","$12,662","$2,316","$14,978"
"Holiday & Weather","0.04%","35 hrs","$1,249","$228","$1,478"
"Recurrent & Weather","0.04%","31 hrs","$1,091","$200","$1,291"
"Signals","31.54%","27,066 hrs","$957,334","$175,065","$1,132,398"
"Holiday, Recurrent & Signals","0.3%","261 hrs","$9,231","$1,688","$10,919"
"Holiday & Recurrent","0.03%","26 hrs","$924","$169","$1,093"
"Signals & Weather","2.45%","2,104 hrs","$74,409","$13,607","$88,016"
"Recurrent, Signals, Weather & Work Zone","0.19%","161 hrs","$5,685","$1,040","$6,725"
"Holiday & Signals","1.81%","1,550 hrs","$54,814","$10,024","$64,838"
"Totals","100.0%","85,819 hrs","$3,035,433","$555,080","$3,590,514"
