"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents & Signals","4.4%","980 hrs","$34,655","$6,337","$40,993"
"Holiday, Incidents & Signals","0.41%","92 hrs","$3,248","$594","$3,842"
"Recurrent & Signals","3.81%","848 hrs","$29,993","$5,485","$35,478"
"Work Zone","3.19%","710 hrs","$25,097","$4,589","$29,686"
"Incidents","3%","668 hrs","$23,644","$4,324","$27,968"
"Weather","2.22%","495 hrs","$17,492","$3,199","$20,691"
"Incidents, Recurrent & Signals","0.22%","49 hrs","$1,731","$317","$2,048"
"Incidents, Signals, Weather & Work Zone","0.19%","42 hrs","$1,497","$274","$1,770"
"Holiday","1.6%","357 hrs","$12,628","$2,309","$14,938"
"Incidents & Weather","1.22%","272 hrs","$9,625","$1,760","$11,385"
"Incidents, Signals & Weather","0.09%","20 hrs","$723","$132","$855"
"Unclassified","9.67%","2,155 hrs","$76,225","$13,939","$90,165"
"Holiday & Weather","0.06%","13 hrs","$450","$82","$532"
"Holiday, Signals & Weather","0.06%","13 hrs","$448","$82","$529"
"Signals & Work Zone","0.5%","112 hrs","$3,960","$724","$4,684"
"Holiday, Weather & Work Zone","0.05%","11 hrs","$377","$69","$446"
"Signals","46.81%","10,429 hrs","$368,874","$67,455","$436,329"
"Signals & Weather","8.84%","1,969 hrs","$69,647","$12,736","$82,383"
"Holiday & Signals","7.62%","1,697 hrs","$60,007","$10,973","$70,980"
"Recurrent","6.05%","1,347 hrs","$47,634","$8,711","$56,345"
"Totals","100.0%","22,277 hrs","$787,955","$144,091","$932,046"
