"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Unclassified","2.1%","915 hrs","$32,360","$5,917","$38,277"
"Incidents","1.93%","843 hrs","$29,824","$5,454","$35,278"
"Signals","76.37%","33,347 hrs","$1,179,473","$215,687","$1,395,160"
"Holiday & Signals","7.19%","3,139 hrs","$111,042","$20,306","$131,348"
"Incidents & Signals","0.66%","289 hrs","$10,219","$1,869","$12,088"
"Holiday, Signals & Weather","0.55%","240 hrs","$8,477","$1,550","$10,027"
"Signals & Weather","6.45%","2,816 hrs","$99,584","$18,211","$117,795"
"Recurrent","4.72%","2,062 hrs","$72,939","$13,338","$86,277"
"Work Zone","0.03%","15 hrs","$514","$94","$608"
"Totals","100.0%","43,665 hrs","$1,544,432","$282,425","$1,826,857"
