"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents & Signals","3.19%","939 hrs","$33,211","$6,073","$39,284"
"Signals & Weather","0.31%","90 hrs","$3,189","$583","$3,772"
"Holiday","2.53%","743 hrs","$26,274","$4,805","$31,078"
"Signals","17.11%","5,029 hrs","$177,892","$32,530","$210,422"
"Holiday & Weather","1.59%","467 hrs","$16,524","$3,022","$19,545"
"Holiday, Signals & Weather","0.08%","24 hrs","$861","$157","$1,018"
"Weather","7.77%","2,285 hrs","$80,816","$14,779","$95,594"
"Recurrent","0.58%","172 hrs","$6,071","$1,110","$7,181"
"Unclassified","58.34%","17,154 hrs","$606,734","$110,952","$717,686"
"Holiday, Signals & Work Zone","0.05%","16 hrs","$566","$103","$669"
"Signals & Work Zone","0.48%","142 hrs","$5,012","$916","$5,928"
"Incidents & Weather","0.48%","141 hrs","$4,977","$910","$5,887"
"Work Zone","0.04%","12 hrs","$436","$80","$516"
"Holiday & Signals","3.73%","1,097 hrs","$38,811","$7,097","$45,908"
"Incidents","3.71%","1,090 hrs","$38,566","$7,053","$45,619"
"Totals","100.0%","29,402 hrs","$1,039,938","$190,170","$1,230,108"
