"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday & Signals","2.35%","995 hrs","$35,186","$6,434","$41,620"
"Recurrent & Signals","1.92%","810 hrs","$28,644","$5,238","$33,882"
"Incidents & Signals","1.8%","760 hrs","$26,898","$4,919","$31,817"
"Unclassified","1.78%","752 hrs","$26,602","$4,865","$31,467"
"Recurrent, Signals & Work Zone","0.15%","62 hrs","$2,196","$402","$2,598"
"Signals","49.32%","20,836 hrs","$736,964","$134,766","$871,730"
"Signals & Weather","6.61%","2,791 hrs","$98,711","$18,051","$116,762"
"Signals & Work Zone","4.94%","2,087 hrs","$73,807","$13,497","$87,304"
"Signals, Weather & Work Zone","0.44%","187 hrs","$6,614","$1,209","$7,824"
"Recurrent","30.7%","12,970 hrs","$458,760","$83,892","$542,652"
"Totals","100.0%","42,250 hrs","$1,494,382","$273,273","$1,767,655"
