"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Weather","3.34%","674 hrs","$23,827","$4,357","$28,184"
"Recurrent & Unclassified","2.64%","532 hrs","$18,804","$3,439","$22,243"
"Holiday","2.49%","501 hrs","$17,711","$3,239","$20,949"
"Holiday & Recurrent","0.23%","47 hrs","$1,647","$301","$1,948"
"Holiday & Weather","0.22%","45 hrs","$1,577","$288","$1,866"
"Signals","20.98%","4,225 hrs","$149,454","$27,330","$176,785"
"Recurrent & Weather","0.13%","26 hrs","$934","$171","$1,105"
"Holiday & Signals","0.11%","21 hrs","$750","$137","$887"
"Recurrent","14.43%","2,906 hrs","$102,776","$18,794","$121,570"
"Signals & Weather","0.85%","171 hrs","$6,062","$1,109","$7,171"
"Unclassified","54.58%","10,993 hrs","$388,819","$71,102","$459,921"
"Totals","100.0%","20,140 hrs","$712,361","$130,267","$842,629"
