"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday & Signals","4.6%","97 hrs","$3,446","$630","$4,076"
"Signals & Weather","4.31%","91 hrs","$3,233","$591","$3,824"
"Holiday & Incidents","4.24%","90 hrs","$3,176","$581","$3,757"
"Unclassified","37.73%","799 hrs","$28,278","$5,171","$33,449"
"Recurrent","2.66%","56 hrs","$1,993","$364","$2,357"
"Weather & Work Zone","2.52%","53 hrs","$1,890","$346","$2,235"
"Signals","22.54%","478 hrs","$16,896","$3,090","$19,985"
"Holiday","14.05%","298 hrs","$10,526","$1,925","$12,451"
"Holiday & Weather","1.35%","29 hrs","$1,012","$185","$1,197"
"Weather","5.93%","126 hrs","$4,445","$813","$5,258"
"Holiday & Recurrent","0.05%","1 hrs","$36","$7","$42"
"Recurrent & Unclassified","0.02%","0 hrs","$16","$3","$19"
"Totals","100.0%","2,119 hrs","$74,946","$13,705","$88,651"
