"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Work Zone","10.48%","988 hrs","$34,933","$6,388","$41,321"
"Holiday","0.95%","89 hrs","$3,152","$576","$3,728"
"Incidents & Work Zone","0.09%","8 hrs","$286","$52","$338"
"Unclassified","73.8%","6,957 hrs","$246,076","$44,999","$291,075"
"Holiday & Work Zone","2.66%","250 hrs","$8,857","$1,620","$10,477"
"Weather & Work Zone","0.24%","22 hrs","$791","$145","$936"
"Holiday & Weather","0.23%","21 hrs","$752","$137","$889"
"Incidents & Weather","0.21%","20 hrs","$696","$127","$823"
"Weather","11.36%","1,071 hrs","$37,876","$6,926","$44,803"
"Totals","100.0%","9,427 hrs","$333,418","$60,971","$394,389"
