"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday & Signals","2.33%","921 hrs","$32,566","$5,955","$38,521"
"Holiday & Weather","0.21%","81 hrs","$2,871","$525","$3,396"
"Incidents & Signals","1.75%","690 hrs","$24,398","$4,462","$28,860"
"Incidents, Signals & Weather","1.59%","629 hrs","$22,257","$4,070","$26,327"
"Holiday, Signals & Work Zone","0.1%","38 hrs","$1,332","$244","$1,576"
"Signals & Weather","8.39%","3,311 hrs","$117,126","$21,418","$138,544"
"Recurrent","0.64%","254 hrs","$8,973","$1,641","$10,614"
"Signals & Work Zone","0.53%","207 hrs","$7,332","$1,341","$8,672"
"Signals","52.61%","20,762 hrs","$734,335","$134,285","$868,620"
"Holiday, Signals & Weather","0.49%","192 hrs","$6,796","$1,243","$8,038"
"Incidents","0.46%","183 hrs","$6,460","$1,181","$7,641"
"Holiday","0.46%","182 hrs","$6,423","$1,175","$7,597"
"Holiday, Signals, Weather & Work Zone","0.04%","15 hrs","$529","$97","$626"
"Recurrent & Signals","0.04%","15 hrs","$528","$97","$625"
"Unclassified","26.06%","10,287 hrs","$363,835","$66,533","$430,368"
"Weather","4.31%","1,701 hrs","$60,161","$11,001","$71,163"
"Totals","100.0%","39,466 hrs","$1,395,920","$255,268","$1,651,188"
