"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Recurrent & Unclassified","0.65%","653 hrs","$23,110","$4,226","$27,336"
"Recurrent & Weather","0.06%","63 hrs","$2,234","$409","$2,643"
"Recurrent & Signals","5.48%","5,491 hrs","$194,227","$35,518","$229,745"
"Holiday & Recurrent","0.05%","48 hrs","$1,682","$307","$1,989"
"Recurrent","46.12%","46,237 hrs","$1,635,413","$299,063","$1,934,476"
"Signals","39.75%","39,850 hrs","$1,409,483","$257,748","$1,667,230"
"Holiday, Signals & Weather","0.32%","320 hrs","$11,335","$2,073","$13,408"
"Holiday & Weather","0.03%","31 hrs","$1,104","$202","$1,306"
"Holiday, Recurrent, Signals & Weather","0.24%","240 hrs","$8,481","$1,551","$10,032"
"Holiday","0.23%","229 hrs","$8,102","$1,482","$9,584"
"Signals & Weather","2.33%","2,337 hrs","$82,663","$15,116","$97,780"
"Unclassified","2.23%","2,235 hrs","$79,048","$14,455","$93,504"
"Weather","0.15%","153 hrs","$5,417","$991","$6,407"
"Holiday, Recurrent & Signals","0.15%","152 hrs","$5,371","$982","$6,354"
"Holiday & Signals","1.21%","1,211 hrs","$42,836","$7,833","$50,669"
"Recurrent, Signals & Weather","1%","1,006 hrs","$35,586","$6,507","$42,093"
"Totals","100.0%","100,257 hrs","$3,546,093","$648,463","$4,194,556"
