"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals & Work Zone","0.29%","90 hrs","$3,200","$585","$3,786"
"Unclassified","31.56%","9,923 hrs","$350,976","$64,182","$415,158"
"Recurrent & Signals","0.03%","9 hrs","$304","$56","$359"
"Recurrent & Unclassified","0.23%","71 hrs","$2,508","$459","$2,967"
"Work Zone","1.8%","567 hrs","$20,062","$3,669","$23,730"
"Holiday & Weather","0.17%","55 hrs","$1,934","$354","$2,288"
"Incidents & Signals","0.11%","34 hrs","$1,197","$219","$1,416"
"Holiday, Signals & Weather","0.09%","30 hrs","$1,051","$192","$1,244"
"Signals","10.29%","3,235 hrs","$114,438","$20,927","$135,365"
"Holiday & Work Zone","0.01%","3 hrs","$96","$18","$113"
"Holiday & Signals","0.94%","297 hrs","$10,510","$1,922","$12,432"
"Signals & Weather","0.91%","287 hrs","$10,151","$1,856","$12,007"
"Recurrent & Weather","0.91%","285 hrs","$10,067","$1,841","$11,908"
"Holiday, Weather & Work Zone","0.09%","28 hrs","$997","$182","$1,179"
"Holiday, Recurrent & Signals","0.01%","2 hrs","$86","$16","$101"
"Incidents & Work Zone","0.05%","14 hrs","$502","$92","$594"
"Recurrent","44.25%","13,915 hrs","$492,171","$90,002","$582,172"
"Weather & Work Zone","0.36%","112 hrs","$3,972","$726","$4,699"
"Incidents","0.35%","110 hrs","$3,892","$712","$4,604"
"Holiday","4.03%","1,267 hrs","$44,811","$8,194","$53,005"
"Weather","3.53%","1,109 hrs","$39,235","$7,175","$46,409"
"Totals","100.0%","31,444 hrs","$1,112,160","$203,377","$1,315,537"
