"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Unclassified","0.85%","774 hrs","$27,361","$5,003","$32,365"
"Weather","0.08%","76 hrs","$2,698","$493","$3,191"
"Recurrent, Signals & Work Zone","0.08%","76 hrs","$2,689","$492","$3,181"
"Holiday","0.08%","75 hrs","$2,659","$486","$3,145"
"Incidents, Signals & Weather","0.08%","74 hrs","$2,611","$478","$3,089"
"Recurrent, Signals & Weather","0.8%","726 hrs","$25,682","$4,696","$30,379"
"Holiday & Weather","0.01%","7 hrs","$257","$47","$304"
"Recurrent & Signals","0.74%","675 hrs","$23,861","$4,363","$28,225"
"Incidents, Recurrent & Signals","0.06%","57 hrs","$2,025","$370","$2,396"
"Incidents, Signals, Weather & Work Zone","0.61%","555 hrs","$19,629","$3,589","$23,218"
"Holiday, Incidents, Signals & Weather","0.05%","46 hrs","$1,636","$299","$1,935"
"Holiday & Signals","4.42%","4,031 hrs","$142,568","$26,071","$168,639"
"Holiday, Signals & Work Zone","0.42%","384 hrs","$13,587","$2,485","$16,071"
"Holiday, Incidents & Signals","0.04%","38 hrs","$1,348","$246","$1,594"
"Signals","36.8%","33,521 hrs","$1,185,641","$216,814","$1,402,456"
"Signals & Weather","3.36%","3,059 hrs","$108,181","$19,783","$127,964"
"Holiday, Signals & Weather","0.33%","298 hrs","$10,542","$1,928","$12,470"
"Recurrent","30.87%","28,126 hrs","$994,804","$181,917","$1,176,721"
"Incidents & Signals","3.15%","2,874 hrs","$101,651","$18,589","$120,240"
"Signals & Work Zone","13.69%","12,468 hrs","$440,989","$80,642","$521,631"
"Holiday, Signals, Weather & Work Zone","0.12%","109 hrs","$3,867","$707","$4,574"
"Incidents, Signals & Work Zone","2.16%","1,968 hrs","$69,591","$12,726","$82,317"
"Signals, Weather & Work Zone","1.19%","1,083 hrs","$38,296","$7,003","$45,298"
"Totals","100.0%","91,099 hrs","$3,222,173","$589,229","$3,811,402"
