"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents & Signals","2.19%","779 hrs","$27,568","$5,041","$32,609"
"Incidents","0.21%","74 hrs","$2,624","$480","$3,103"
"Signals & Work Zone","20.88%","7,423 hrs","$262,541","$48,010","$310,552"
"Recurrent","20.68%","7,353 hrs","$260,080","$47,560","$307,640"
"Unclassified","1.76%","626 hrs","$22,137","$4,048","$26,185"
"Incidents, Signals & Weather","0.13%","47 hrs","$1,666","$305","$1,971"
"Holiday, Signals & Weather","1.31%","464 hrs","$16,414","$3,002","$19,415"
"Incidents, Signals & Work Zone","0.76%","268 hrs","$9,495","$1,736","$11,232"
"Signals & Weather","6.31%","2,243 hrs","$79,339","$14,509","$93,848"
"Recurrent & Signals","0.51%","181 hrs","$6,396","$1,170","$7,566"
"Holiday, Incidents & Signals","0.05%","17 hrs","$591","$108","$699"
"Work Zone","0.04%","15 hrs","$514","$94","$608"
"Signals","37.05%","13,171 hrs","$465,850","$85,188","$551,038"
"Holiday & Signals","4.32%","1,535 hrs","$54,286","$9,927","$64,213"
"Signals, Weather & Work Zone","3.81%","1,353 hrs","$47,856","$8,751","$56,607"
"Totals","100.0%","35,549 hrs","$1,257,356","$229,929","$1,487,285"
