"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday","0.03%","42 hrs","$1,496","$274","$1,769"
"Unclassified","0.26%","414 hrs","$14,629","$2,675","$17,304"
"Signals & Weather","2.63%","4,183 hrs","$147,947","$27,055","$175,001"
"Weather","0.02%","35 hrs","$1,226","$224","$1,450"
"Signals","20.94%","33,272 hrs","$1,176,832","$215,204","$1,392,035"
"Holiday, Recurrent, Signals & Weather","0.15%","239 hrs","$8,453","$1,546","$9,999"
"Holiday, Recurrent & Signals","0.14%","220 hrs","$7,787","$1,424","$9,211"
"Recurrent, Signals & Weather","1.67%","2,657 hrs","$93,979","$17,186","$111,164"
"Holiday, Signals & Weather","0.09%","148 hrs","$5,233","$957","$6,190"
"Recurrent & Signals","9.39%","14,917 hrs","$527,616","$96,484","$624,100"
"Recurrent","63.94%","101,570 hrs","$3,592,524","$656,953","$4,249,478"
"Holiday & Signals","0.73%","1,162 hrs","$41,094","$7,515","$48,608"
"Totals","100.0%","158,858 hrs","$5,618,816","$1,027,495","$6,646,311"
