"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Unclassified","15.15%","932 hrs","$32,959","$6,027","$38,986"
"Incidents & Work Zone","10.43%","642 hrs","$22,695","$4,150","$26,845"
"Holiday & Incidents","8.02%","493 hrs","$17,444","$3,190","$20,633"
"Incidents","6.94%","427 hrs","$15,111","$2,763","$17,874"
"Holiday","0.48%","29 hrs","$1,041","$190","$1,232"
"Weather","0.42%","26 hrs","$913","$167","$1,080"
"Signals & Work Zone","3.5%","215 hrs","$7,620","$1,393","$9,013"
"Holiday & Signals","2.9%","178 hrs","$6,313","$1,154","$7,468"
"Incidents, Weather & Work Zone","0.25%","16 hrs","$550","$101","$650"
"Weather & Work Zone","2.31%","142 hrs","$5,018","$918","$5,936"
"Signals & Weather","2.19%","135 hrs","$4,765","$871","$5,637"
"Holiday, Signals & Weather","0.2%","12 hrs","$430","$79","$509"
"Work Zone","28.71%","1,766 hrs","$62,476","$11,425","$73,901"
"Signals","18.5%","1,138 hrs","$40,260","$7,362","$47,622"
"Totals","100.0%","6,152 hrs","$217,596","$39,791","$257,387"
