"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Recurrent & Unclassified","2.08%","852 hrs","$30,130","$5,510","$35,639"
"Holiday & Work Zone","0.18%","74 hrs","$2,601","$476","$3,077"
"Holiday & Recurrent","0.18%","73 hrs","$2,594","$474","$3,069"
"Recurrent","13.66%","5,582 hrs","$197,419","$36,101","$233,521"
"Holiday","11.91%","4,866 hrs","$172,120","$31,475","$203,595"
"Unclassified","65.08%","26,601 hrs","$940,874","$172,055","$1,112,928"
"Weather","5.5%","2,246 hrs","$79,442","$14,527","$93,970"
"Incidents","0.47%","191 hrs","$6,770","$1,238","$8,009"
"Holiday & Weather","0.42%","171 hrs","$6,062","$1,109","$7,171"
"Work Zone","0.28%","114 hrs","$4,038","$738","$4,776"
"Incidents & Weather","0.25%","102 hrs","$3,593","$657","$4,250"
"Totals","100.0%","40,872 hrs","$1,445,644","$264,360","$1,710,004"
