"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday, Incidents & Recurrent","0.78%","876 hrs","$31,002","$5,669","$36,671"
"Recurrent & Unclassified","6.94%","7,781 hrs","$275,222","$50,329","$325,551"
"Weather","5.76%","6,454 hrs","$228,281","$41,745","$270,026"
"Unclassified","45.91%","51,444 hrs","$1,819,588","$332,742","$2,152,331"
"Holiday","5.05%","5,659 hrs","$200,168","$36,604","$236,773"
"Incidents & Weather","2.72%","3,051 hrs","$107,918","$19,735","$127,653"
"Holiday & Incidents","0.24%","267 hrs","$9,453","$1,729","$11,181"
"Holiday, Incidents & Weather","0.02%","21 hrs","$755","$138","$893"
"Incidents & Recurrent","2.09%","2,341 hrs","$82,817","$15,145","$97,962"
"Recurrent","14.85%","16,637 hrs","$588,445","$107,607","$696,052"
"Holiday & Recurrent","0.14%","159 hrs","$5,636","$1,031","$6,666"
"Incidents","12.31%","13,794 hrs","$487,888","$89,218","$577,106"
"Work Zone","0.11%","123 hrs","$4,360","$797","$5,157"
"Recurrent & Weather","1.11%","1,249 hrs","$44,172","$8,078","$52,249"
"Holiday & Weather","0.98%","1,101 hrs","$38,933","$7,120","$46,052"
"Incidents, Recurrent & Weather","0.97%","1,089 hrs","$38,505","$7,041","$45,546"
"Totals","100.0%","112,048 hrs","$3,963,141","$724,727","$4,687,868"
