"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday, Signals & Work Zone","26.65%","858 hrs","$30,365","$5,553","$35,918"
"Incidents","26.04%","839 hrs","$29,667","$5,425","$35,092"
"Weather","19.93%","642 hrs","$22,705","$4,152","$26,858"
"Unclassified","17.03%","549 hrs","$19,404","$3,548","$22,953"
"Signals","1.63%","53 hrs","$1,861","$340","$2,202"
"Incidents & Signals","0.97%","31 hrs","$1,101","$201","$1,302"
"Work Zone","0.81%","26 hrs","$928","$170","$1,097"
"Holiday, Incidents & Weather","6.38%","205 hrs","$7,263","$1,328","$8,591"
"Incidents & Weather","0.55%","18 hrs","$625","$114","$739"
"Totals","100.0%","3,221 hrs","$113,919","$20,832","$134,752"
