"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Recurrent","1.66%","96 hrs","$3,389","$620","$4,008"
"Holiday & Recurrent","0.11%","7 hrs","$233","$43","$275"
"Recurrent & Weather","1.19%","68 hrs","$2,416","$442","$2,857"
"Holiday","10.77%","620 hrs","$21,927","$4,010","$25,937"
"Holiday & Work Zone","10.61%","610 hrs","$21,593","$3,949","$25,541"
"Holiday & Signals","5.87%","338 hrs","$11,946","$2,184","$14,130"
"Holiday, Signals & Weather","0.05%","3 hrs","$101","$19","$120"
"Recurrent & Unclassified","4.86%","280 hrs","$9,895","$1,809","$11,704"
"Holiday, Incidents & Work Zone","3.49%","201 hrs","$7,105","$1,299","$8,404"
"Weather","3.32%","191 hrs","$6,755","$1,235","$7,990"
"Work Zone","2.27%","131 hrs","$4,624","$846","$5,470"
"Weather & Work Zone","0.23%","13 hrs","$459","$84","$544"
"Signals","1.94%","112 hrs","$3,953","$723","$4,676"
"Unclassified","31.55%","1,816 hrs","$64,228","$11,745","$75,973"
"Incidents & Work Zone","22.08%","1,271 hrs","$44,954","$8,221","$53,175"
"Holiday & Weather","0.01%","0 hrs","$14","$3","$17"
"Totals","100.0%","5,756 hrs","$203,591","$37,230","$240,821"
