"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Signals & Work Zone","0.57%","92 hrs","$3,253","$595","$3,847"
"Work Zone","0.06%","9 hrs","$319","$58","$377"
"Unclassified","52.81%","8,549 hrs","$302,369","$55,293","$357,662"
"Recurrent & Weather","0.46%","75 hrs","$2,658","$486","$3,144"
"Recurrent","19.44%","3,148 hrs","$111,330","$20,359","$131,688"
"Incidents","0.18%","29 hrs","$1,024","$187","$1,211"
"Holiday & Recurrent","0.16%","26 hrs","$907","$166","$1,073"
"Holiday, Recurrent & Weather","0.13%","21 hrs","$740","$135","$875"
"Recurrent & Unclassified","1.14%","184 hrs","$6,510","$1,191","$7,701"
"Holiday & Signals","1.06%","171 hrs","$6,041","$1,105","$7,146"
"Holiday & Weather","0.73%","119 hrs","$4,205","$769","$4,974"
"Signals & Weather","0.7%","113 hrs","$4,009","$733","$4,742"
"Signals","8.56%","1,386 hrs","$49,035","$8,967","$58,002"
"Holiday","7.5%","1,214 hrs","$42,946","$7,853","$50,799"
"Weather","6.51%","1,053 hrs","$37,258","$6,813","$44,071"
"Totals","100.0%","16,189 hrs","$572,601","$104,710","$677,311"
