"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Weather","1.2%","825 hrs","$29,183","$5,337","$34,520"
"Signals & Weather","12.51%","8,580 hrs","$303,477","$55,496","$358,973"
"Incidents & Signals","1.13%","775 hrs","$27,414","$5,013","$32,427"
"Holiday, Recurrent & Signals","0.98%","675 hrs","$23,880","$4,367","$28,247"
"Holiday","0.85%","581 hrs","$20,552","$3,758","$24,311"
"Recurrent","8.66%","5,939 hrs","$210,052","$38,412","$248,464"
"Signals & Work Zone","0.63%","435 hrs","$15,392","$2,815","$18,207"
"Signals","62.24%","42,682 hrs","$1,509,655","$276,066","$1,785,721"
"Unclassified","7.06%","4,841 hrs","$171,220","$31,310","$202,530"
"Holiday, Signals & Weather","0.05%","31 hrs","$1,104","$202","$1,306"
"Incidents, Signals & Weather","0.37%","253 hrs","$8,951","$1,637","$10,587"
"Holiday & Signals","4.31%","2,956 hrs","$104,539","$19,117","$123,655"
"Totals","100.0%","68,573 hrs","$2,425,420","$443,529","$2,868,949"
