"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Recurrent","70.44%","46,229 hrs","$1,635,120","$299,009","$1,934,129"
"Recurrent & Weather","0.66%","435 hrs","$15,382","$2,813","$18,195"
"Incidents","0.62%","409 hrs","$14,481","$2,648","$17,129"
"Holiday & Weather","0.31%","200 hrs","$7,085","$1,296","$8,381"
"Incidents & Weather","0.27%","180 hrs","$6,380","$1,167","$7,547"
"Holiday & Recurrent","0.02%","15 hrs","$532","$97","$629"
"Unclassified","21.12%","13,858 hrs","$490,151","$89,632","$579,784"
"Weather","2.42%","1,591 hrs","$56,264","$10,289","$66,553"
"Recurrent & Unclassified","2.3%","1,508 hrs","$53,331","$9,752","$63,083"
"Holiday","1.83%","1,204 hrs","$42,585","$7,787","$50,372"
"Totals","100.0%","65,629 hrs","$2,321,311","$424,491","$2,745,801"
