"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Unclassified","10.59%","678 hrs","$23,974","$4,384","$28,358"
"Holiday, Signals & Weather","0.09%","6 hrs","$203","$37","$240"
"Holiday","0.82%","53 hrs","$1,863","$341","$2,204"
"Signals","82.77%","5,298 hrs","$187,387","$34,267","$221,654"
"Holiday & Weather","0.08%","5 hrs","$189","$35","$223"
"Weather","0.48%","31 hrs","$1,096","$200","$1,297"
"Holiday & Signals","3.23%","207 hrs","$7,323","$1,339","$8,662"
"Recurrent","0.22%","14 hrs","$496","$91","$587"
"Signals & Weather","1.71%","109 hrs","$3,871","$708","$4,579"
"Totals","100.0%","6,401 hrs","$226,403","$41,402","$267,804"
