"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday & Signals","2.7%","971 hrs","$34,339","$6,279","$40,619"
"Holiday, Signals & Weather","0.26%","92 hrs","$3,261","$596","$3,858"
"Weather","2.07%","746 hrs","$26,393","$4,826","$31,219"
"Holiday","0.14%","49 hrs","$1,737","$318","$2,054"
"Unclassified","12.92%","4,648 hrs","$164,391","$30,062","$194,453"
"Recurrent","11.38%","4,094 hrs","$144,791","$26,477","$171,268"
"Recurrent & Signals","0.99%","356 hrs","$12,581","$2,301","$14,882"
"Signals & Weather","9.24%","3,322 hrs","$117,516","$21,490","$139,006"
"Signals","60.3%","21,684 hrs","$766,979","$140,255","$907,234"
"Totals","100.0%","35,962 hrs","$1,271,988","$232,604","$1,504,592"
