"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Incidents & Signals","0.67%","87 hrs","$3,078","$563","$3,640"
"Signals","64.79%","8,379 hrs","$296,355","$54,194","$350,549"
"Holiday","4.78%","618 hrs","$21,866","$3,998","$25,864"
"Signals & Weather","4.31%","557 hrs","$19,699","$3,602","$23,301"
"Holiday & Weather","2%","259 hrs","$9,167","$1,676","$10,843"
"Holiday, Signals & Weather","1.47%","190 hrs","$6,718","$1,228","$7,946"
"Weather","1.33%","172 hrs","$6,095","$1,115","$7,210"
"Holiday & Signals","12.8%","1,655 hrs","$58,528","$10,703","$69,230"
"Unclassified","7.85%","1,015 hrs","$35,896","$6,564","$42,460"
"Totals","100.0%","12,932 hrs","$457,401","$83,643","$541,044"
