"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Holiday, Signals & Weather","0.59%","968 hrs","$34,246","$6,262","$40,508"
"Recurrent","45.91%","75,106 hrs","$2,656,500","$485,786","$3,142,286"
"Recurrent & Signals","0.42%","689 hrs","$24,381","$4,459","$28,840"
"Signals","40.02%","65,466 hrs","$2,315,528","$423,433","$2,738,961"
"Signals & Weather","3.83%","6,267 hrs","$221,665","$40,535","$262,200"
"Holiday & Signals","3.67%","6,009 hrs","$212,538","$38,866","$251,404"
"Unclassified","3.51%","5,735 hrs","$202,831","$37,091","$239,922"
"Weather","0.28%","455 hrs","$16,107","$2,945","$19,053"
"Holiday","0.26%","428 hrs","$15,141","$2,769","$17,910"
"Holiday & Weather","0.02%","40 hrs","$1,417","$259","$1,676"
"Holiday, Recurrent, Signals & Weather","0.24%","398 hrs","$14,095","$2,577","$16,672"
"Recurrent, Signals & Weather","0.18%","295 hrs","$10,426","$1,907","$12,332"
"Incidents & Signals","0.01%","22 hrs","$794","$145","$939"
"Recurrent & Weather","0.1%","162 hrs","$5,745","$1,051","$6,796"
"Holiday & Recurrent","0.06%","104 hrs","$3,664","$670","$4,334"
"Recurrent & Unclassified","0.89%","1,455 hrs","$51,457","$9,410","$60,867"
"Totals","100.0%","163,600 hrs","$5,786,535","$1,058,165","$6,844,700"
