"Causes of Congestion","Percentages","Vehicle Hours of Delay","Passenger","Commercial","Total Delay Cost"
"Weather & Work Zone","0.32%","82 hrs","$2,889","$528","$3,417"
"Recurrent & Weather","2.98%","756 hrs","$26,751","$4,892","$31,643"
"Holiday & Signals","2.91%","738 hrs","$26,113","$4,775","$30,888"
"Work Zone","2.83%","717 hrs","$25,361","$4,638","$29,998"
"Signals","26.99%","6,849 hrs","$242,243","$44,298","$286,541"
"Recurrent & Unclassified","23.89%","6,063 hrs","$214,440","$39,214","$253,654"
"Signals & Weather","2.28%","579 hrs","$20,478","$3,745","$24,222"
"Holiday, Recurrent & Weather","0.2%","52 hrs","$1,835","$336","$2,171"
"Recurrent","23.38%","5,933 hrs","$209,846","$38,374","$248,220"
"Weather","1.6%","407 hrs","$14,386","$2,631","$17,017"
"Holiday","0.95%","241 hrs","$8,511","$1,556","$10,067"
"Incidents","0.08%","21 hrs","$731","$134","$864"
"Unclassified","10.46%","2,654 hrs","$93,878","$17,167","$111,045"
"Holiday & Recurrent","0.61%","155 hrs","$5,499","$1,006","$6,504"
"Holiday & Weather","0.05%","13 hrs","$477","$87","$564"
"Holiday, Signals & Weather","0.45%","114 hrs","$4,020","$735","$4,756"
"Incidents, Signals & Weather","0.01%","1 hrs","$48","$9","$57"
"Totals","100.0%","25,375 hrs","$897,505","$164,124","$1,061,628"
