category,pct_2023,pct_2022,pct_2021
Recurrent,0.022600000000000002,0.1027,0.0782
Signals,0.0081,0.0189,0.0786
Incidents,0.0016,0.188,0.2557
Weather,0.1588,0.10900000000000001,0.048
Work Zone,0.0078,0.162,0.3868
Holiday,0.062200000000000005,0.0571,0.3091
Unclassified,0.7743,0.6058,0.3641
