category,pct_2023,pct_2021
Recurrent,0.0217,0.0334
Signals,0.6136,0.5998
Incidents,0.0028,0.0244
Weather,0.0977,0.1024
Work Zone,0.0583,0.0558
Holiday,0.0489,0.09280000000000001
Unclassified,0.30879999999999996,0.293
