category,pct_2023,pct_2022,pct_2021
Recurrent,0,0,0
Signals,0,0,0
Incidents,0.4278,0.7847,0.6696
Weather,0.3622,0.07730000000000001,0.2062
Work Zone,0.2134,0.5524,0.41879999999999995
Holiday,0.13440000000000002,0.033800000000000004,0.1166
Unclassified,0.37670000000000003,0.0809,0.10949999999999999
