category,pct_2023,pct_2022
Recurrent,0.2925,0.19090000000000001
Signals,0.0044,0.0069
Incidents,0.016300000000000002,0.1262
Weather,0.0653,0.0605
Work Zone,0.028900000000000002,0.0963
Holiday,0.0386,0.059199999999999996
Unclassified,0.5741999999999999,0.5463
