category,pct_2023,pct_2022,pct_2021
Recurrent,0.32799999999999996,0.41690000000000005,0.1979
Signals,0.7497,0.7126,0.8078000000000001
Incidents,0.0152,0.1793,0.32389999999999997
Weather,0.1048,0.1123,0.1397
Work Zone,0.0035,0.1306,0.2019
Holiday,0.0911,0.10060000000000001,0.1276
Unclassified,0.0379,0.0219,0.0331
