category,pct_2023,pct_2022,pct_2021
Recurrent,0.8048000000000001,0.8309,0.7394000000000001
Signals,0.2671,0.20379999999999998,0.3155
Incidents,0.008,0.0286,0.0293
Weather,0.0223,0.032600000000000004,0.039599999999999996
Work Zone,0.045,0.0598,0.231
Holiday,0.0238,0.0172,0.0424
Unclassified,0.009399999999999999,0.0084,0.0083
