category,pct_2022,pct_2021
Recurrent,0.9044,0.7526
Signals,0.1434,0.2958
Incidents,0.006500000000000001,0.0052
Weather,0.0201,0.0332
Work Zone,0.018500000000000003,0.0089
Holiday,0.0066,0.0259
Unclassified,0.011399999999999999,0.0089
