category,pct_2023,pct_2022
Recurrent,0.36419999999999997,0.2924
Signals,0.6742,0.7308
Incidents,1e-4,0.011899999999999999
Weather,0.0845,0.0719
Work Zone,0.0019000000000000002,0.0692
Holiday,0.0501,0.0683
Unclassified,8e-4,0.0011
