category,pct_2023,pct_2022,pct_2021
Recurrent,0.17429999999999998,0.2872,0.21330000000000002
Signals,0.2194,0.0507,0.10890000000000001
Incidents,0,0.0011,0.0018
Weather,0.0454,0.0674,0.08529999999999999
Work Zone,0,0,0.006299999999999999
Holiday,0.030500000000000003,0.09,0.0958
Unclassified,0.5721999999999999,0.5836,0.5395
