category,pct_2023,pct_2022,pct_2021
Recurrent,0.641,0.7690999999999999,0.7185
Signals,0.3114,0.183,0.2292
Incidents,0.0014000000000000002,0.03,0.0294
Weather,0.0446,0.0264,0.0475
Work Zone,0.0084,0.0217,0.0385
Holiday,0.0361,0.0333,0.0393
Unclassified,0.0676,0.0887,0.09179999999999999
