category,pct_2023,pct_2021
Recurrent,0.7570000000000001,0.2137
Signals,0.1573,0.7128
Incidents,0.0031,0.071
Weather,0.0201,0.1869
Work Zone,0.0039000000000000003,0.0103
Holiday,0.0185,0.1155
Unclassified,0.07730000000000001,0.1612
