category,pct_2023,pct_2021
Recurrent,0.6081,0.4881
Signals,0.43320000000000003,0.5156
Incidents,0.0092,0.0444
Weather,0.0746,0.07200000000000001
Work Zone,0.0097,0.1514
Holiday,0.0531,0.08990000000000001
Unclassified,0.046900000000000004,0.0394
