category,pct_2023,pct_2022,pct_2021
Recurrent,0.0022,0.0033,0.005299999999999999
Signals,0.878,0.7753,0.6587
Incidents,0,0.151,0.0702
Weather,0.0236,0.2731,0.15969999999999998
Work Zone,0,0.4062,0
Holiday,0.0422,0.0716,0.08839999999999999
Unclassified,0.1059,0.1656,0.2516
