category,pct_2023,pct_2022,pct_2021
Recurrent,0.547,0.48129999999999995,0.478
Signals,0.2429,0.2561,0.2793
Incidents,0.0126,0.050300000000000004,0.0699
Weather,0.0601,0.0595,0.0847
Work Zone,0.065,0.0631,0.1696
Holiday,0.0345,0.0462,0.0601
Unclassified,0.2493,0.2552,0.1949
