category,pct_2022,pct_2021
Recurrent,0.4591,0.36069999999999997
Signals,0.6045,0.6304
Incidents,0.0265,0.002
Weather,0.0482,0.0714
Work Zone,0.0134,0.0835
Holiday,0.0297,0.058300000000000005
Unclassified,0.004,0.0084
