category,pct_2023,pct_2022,pct_2021
Recurrent,0.5009,0.5242000000000001,0.5707
Signals,0.6154,0.6052000000000001,0.47069999999999995
Incidents,0,0.0179,0.0325
Weather,0.0806,0.08080000000000001,0.064
Work Zone,0.0136,0.19760000000000003,0.0971
Holiday,0.027000000000000003,0.04240000000000001,0.0472
Unclassified,0.0281,0.0223,0.041100000000000005
