category,pct_2023,pct_2021
Recurrent,0.1588,0.2083
Signals,0,0
Incidents,0.17470000000000002,0.7946
Weather,0.194,0.1936
Work Zone,0.0107,0.3285
Holiday,0.1608,0.221
Unclassified,0.5286000000000001,0.0633
